comparison,male_partno,fem_partno,cosine,male_openness,male_extraversion,male_agreeableness,male_conscientiousness,male_emo_stab,fem_openness,fem_extraversion,fem_agreeableness,fem_conscientiousness,fem_emo_stab
1289,38,47,0.146531821,32,26,33,30,28,38,41,38,35,27
1290,50,47,0.407525779,48,28,43,36,25,38,41,38,35,27
1291,58,47,0.030862499,31,36,36,33,27,38,41,38,35,27
1292,66,47,0.418719952,34,29,35,38,35,38,41,38,35,27
1293,73,47,0.268620679,34,45,32,32,25,38,41,38,35,27
1294,74,47,0.34994501,44,36,39,29,22,38,41,38,35,27
1295,76,47,0.012563611,37,31,24,24,31,38,41,38,35,27
1296,77,47,0.068206764,36,50,34,30,33,38,41,38,35,27
1297,78,47,0.265901116,44,21,32,22,18,38,41,38,35,27
1298,79,47,0.266026668,47,25,37,28,22,38,41,38,35,27
1299,80,47,-0.016364767,41,46,41,39,44,38,41,38,35,27
1300,81,47,0.123489825,41,46,36,33,38,38,41,38,35,27
1301,82,47,0.014278632,47,46,47,42,42,38,41,38,35,27
1302,83,47,0.402726705,39,42,45,33,41,38,41,38,35,27
1303,84,47,0.384417088,46,47,37,34,43,38,41,38,35,27
1304,86,47,-0.112957779,35,44,35,35,33,38,41,38,35,27
1305,87,47,0.211205211,36,40,37,36,29,38,41,38,35,27
1306,88,47,0.327159814,24,47,32,36,46,38,41,38,35,27
1307,89,47,0.660617053,36,37,28,32,32,38,41,38,35,27
1308,90,47,0.453259452,23,35,38,38,32,38,41,38,35,27
1309,91,47,0.318893879,25,42,34,46,45,38,41,38,35,27
1310,92,47,0.407929617,48,46,36,44,37,38,41,38,35,27
1311,93,47,0.051483793,35,24,37,22,33,38,41,38,35,27
1312,94,47,-0.066566548,41,33,28,39,42,38,41,38,35,27
1313,96,47,0.111786439,33,41,33,39,35,38,41,38,35,27
1314,97,47,0.439320216,42,44,38,26,29,38,41,38,35,27
1315,98,47,-0.055202137,46,22,34,40,26,38,41,38,35,27
1316,99,47,0.233472859,34,45,32,34,28,38,41,38,35,27
1317,101,47,0.434839654,34,40,42,33,40,38,41,38,35,27
1318,103,47,0.19659939,33,36,30,32,25,38,41,38,35,27
1319,104,47,0.366620533,35,44,40,41,35,38,41,38,35,27
1320,105,47,0.212907696,30,37,44,35,36,38,41,38,35,27
1321,2,47,0.029989899,30,33,41,43,22,35,35,27,14,23
1322,7,49,0.019608749,40,27,32,25,15,35,35,27,14,23
1323,12,49,0.130069954,39,33,31,30,30,35,35,27,14,23
1324,15,49,0.019436468,39,35,31,39,43,35,35,27,14,23
1325,21,49,0.04415195,42,44,44,49,22,35,35,27,14,23
1326,24,49,0.091035718,37,37,31,31,32,35,35,27,14,23
1327,25,49,0.07971647,41,43,43,43,47,35,35,27,14,23
1328,30,49,0.022042255,29,39,39,37,34,35,35,27,14,23
1329,33,49,0.182174314,34,36,33,40,28,35,35,27,14,23
1330,34,49,0.078653219,39,28,34,39,33,35,35,27,14,23
1331,35,49,0.204121997,42,41,32,41,34,35,35,27,14,23
1332,37,49,0.013477829,35,39,35,41,34,35,35,27,14,23
1333,38,49,0.052094082,32,26,33,30,28,35,35,27,14,23
1334,50,49,0.063274772,48,28,43,36,25,35,35,27,14,23
1335,58,49,0.011370927,31,36,36,33,27,35,35,27,14,23
1336,66,49,0.294922971,34,29,35,38,35,35,35,27,14,23
1337,73,49,0.149696915,34,45,32,32,25,35,35,27,14,23
1338,74,49,0.069368543,44,36,39,29,22,35,35,27,14,23
1339,76,49,0.073151412,37,31,24,24,31,35,35,27,14,23
1340,77,49,0.011261429,36,50,34,30,33,35,35,27,14,23
1341,78,49,0.219543729,44,21,32,22,18,35,35,27,14,23
1342,79,49,0.04326911,47,25,37,28,22,35,35,27,14,23
1343,80,49,0.077678239,41,46,41,39,44,35,35,27,14,23
1344,81,49,0.053824772,41,46,36,33,38,35,35,27,14,23
1345,82,49,0.181530863,47,46,47,42,42,35,35,27,14,23
1346,83,49,0.322190258,39,42,45,33,41,35,35,27,14,23
1347,84,49,0.037834259,46,47,37,34,43,35,35,27,14,23
1348,86,49,0.072960169,35,44,35,35,33,35,35,27,14,23
1349,87,49,0.092553953,36,40,37,36,29,35,35,27,14,23
1350,88,49,0.14080313,24,47,32,36,46,35,35,27,14,23
1351,89,49,0.255613106,36,37,28,32,32,35,35,27,14,23
1352,90,49,0.056615912,23,35,38,38,32,35,35,27,14,23
1353,91,49,0.063039896,25,42,34,46,45,35,35,27,14,23
1354,92,49,0.100319464,48,46,36,44,37,35,35,27,14,23
1355,93,49,0.057594109,35,24,37,22,33,35,35,27,14,23
1356,94,49,0.001820319,41,33,28,39,42,35,35,27,14,23
1357,96,49,0.044619247,33,41,33,39,35,35,35,27,14,23
1358,97,49,0.179439036,42,44,38,26,29,35,35,27,14,23
1359,98,49,0.016258412,46,22,34,40,26,35,35,27,14,23
1360,99,49,0.182966445,34,45,32,34,28,35,35,27,14,23
1361,101,49,0.04705825,34,40,42,33,40,35,35,27,14,23
1362,103,49,0.039661793,33,36,30,32,25,35,35,27,14,23
1363,104,49,0.079633162,35,44,40,41,35,35,35,27,14,23
1364,105,49,0.031124122,30,37,44,35,36,35,35,27,14,23
1365,2,51,0.133782526,30,33,41,43,22,37,32,43,27,15
1366,7,51,0.277439932,40,27,32,25,15,37,32,43,27,15
1367,12,51,0.40736875,39,33,31,30,30,37,32,43,27,15
1368,15,51,0.229934162,39,35,31,39,43,37,32,43,27,15
1369,21,51,0.125645455,42,44,44,49,22,37,32,43,27,15
1370,24,51,0.139417172,37,37,31,31,32,37,32,43,27,15
1371,25,51,0.505894251,41,43,43,43,47,37,32,43,27,15
1372,30,51,0.215891094,29,39,39,37,34,37,32,43,27,15
1373,33,51,0.341276298,34,36,33,40,28,37,32,43,27,15
1374,34,51,0.371989644,39,28,34,39,33,37,32,43,27,15
1375,35,51,0.492379015,42,41,32,41,34,37,32,43,27,15
1376,37,51,0.251981217,35,39,35,41,34,37,32,43,27,15
1377,38,51,0.10585412,32,26,33,30,28,37,32,43,27,15
1378,50,51,0.43956302,48,28,43,36,25,37,32,43,27,15
1379,58,51,0.220590052,31,36,36,33,27,37,32,43,27,15
1380,66,51,0.490877334,34,29,35,38,35,37,32,43,27,15
1381,73,51,0.398988262,34,45,32,32,25,37,32,43,27,15
1382,74,51,0.346796676,44,36,39,29,22,37,32,43,27,15
1383,76,51,0.055179003,37,31,24,24,31,37,32,43,27,15
1384,77,51,0.055389223,36,50,34,30,33,37,32,43,27,15
1385,78,51,0.259313425,44,21,32,22,18,37,32,43,27,15
1386,79,51,0.174222792,47,25,37,28,22,37,32,43,27,15
1387,80,51,0.326772264,41,46,41,39,44,37,32,43,27,15
1388,81,51,0.177339074,41,46,36,33,38,37,32,43,27,15
1389,82,51,0.362845635,47,46,47,42,42,37,32,43,27,15
1390,83,51,0.47581858,39,42,45,33,41,37,32,43,27,15
1391,84,51,0.460003243,46,47,37,34,43,37,32,43,27,15
1392,86,51,0.238561632,35,44,35,35,33,37,32,43,27,15
1393,87,51,-0.023761001,36,40,37,36,29,37,32,43,27,15
1394,88,51,0.288707987,24,47,32,36,46,37,32,43,27,15
1395,89,51,0.494124712,36,37,28,32,32,37,32,43,27,15
1396,90,51,0.307963326,23,35,38,38,32,37,32,43,27,15
1397,91,51,0.247285371,25,42,34,46,45,37,32,43,27,15
1398,92,51,0.235885448,48,46,36,44,37,37,32,43,27,15
1399,93,51,0.163098426,35,24,37,22,33,37,32,43,27,15
1400,94,51,0.178728297,41,33,28,39,42,37,32,43,27,15
1401,96,51,0.054867645,33,41,33,39,35,37,32,43,27,15
1402,97,51,0.565335343,42,44,38,26,29,37,32,43,27,15
1403,98,51,0.301694477,46,22,34,40,26,37,32,43,27,15
1404,99,51,0.267792366,34,45,32,34,28,37,32,43,27,15
1405,101,51,0.424746243,34,40,42,33,40,37,32,43,27,15
1406,103,51,0.391441111,33,36,30,32,25,37,32,43,27,15
1407,104,51,0.210992493,35,44,40,41,35,37,32,43,27,15
1408,105,51,-0.062344352,30,37,44,35,36,37,32,43,27,15
1409,2,52,0.026372345,30,33,41,43,22,27,33,42,50,25
1410,7,52,0.024528165,40,27,32,25,15,27,33,42,50,25
1411,12,52,0.358975146,39,33,31,30,30,27,33,42,50,25
1412,15,52,-0.025601456,39,35,31,39,43,27,33,42,50,25
1413,21,52,0.115946044,42,44,44,49,22,27,33,42,50,25
1414,24,52,0.267513164,37,37,31,31,32,27,33,42,50,25
1415,25,52,0.057751424,41,43,43,43,47,27,33,42,50,25
1416,30,52,-0.062637765,29,39,39,37,34,27,33,42,50,25
1417,33,52,0.335351378,34,36,33,40,28,27,33,42,50,25
1418,34,52,0.409627879,39,28,34,39,33,27,33,42,50,25
1419,35,52,0.175332806,42,41,32,41,34,27,33,42,50,25
1420,37,52,0.173122881,35,39,35,41,34,27,33,42,50,25
1421,38,52,0.133613662,32,26,33,30,28,27,33,42,50,25
1422,50,52,0.288032185,48,28,43,36,25,27,33,42,50,25
1423,58,52,0.096622376,31,36,36,33,27,27,33,42,50,25
1424,66,52,0.122267659,34,29,35,38,35,27,33,42,50,25
1425,73,52,0.234778024,34,45,32,32,25,27,33,42,50,25
1426,74,52,0.467076418,44,36,39,29,22,27,33,42,50,25
1427,76,52,0.155582061,37,31,24,24,31,27,33,42,50,25
1428,77,52,0.000749494,36,50,34,30,33,27,33,42,50,25
1429,78,52,0.232105696,44,21,32,22,18,27,33,42,50,25
1430,79,52,-0.002042206,47,25,37,28,22,27,33,42,50,25
1431,80,52,0.404712269,41,46,41,39,44,27,33,42,50,25
1432,81,52,0.045997819,41,46,36,33,38,27,33,42,50,25
1433,82,52,0.169254215,47,46,47,42,42,27,33,42,50,25
1434,83,52,0.499979101,39,42,45,33,41,27,33,42,50,25
1435,84,52,0.287246818,46,47,37,34,43,27,33,42,50,25
1436,86,52,0.048629222,35,44,35,35,33,27,33,42,50,25
1437,87,52,0.113784353,36,40,37,36,29,27,33,42,50,25
1438,88,52,0.336906331,24,47,32,36,46,27,33,42,50,25
1439,89,52,0.497025555,36,37,28,32,32,27,33,42,50,25
1440,90,52,0.344738905,23,35,38,38,32,27,33,42,50,25
1441,91,52,0.043311984,25,42,34,46,45,27,33,42,50,25
1442,92,52,0.382405213,48,46,36,44,37,27,33,42,50,25
1443,93,52,0.08290123,35,24,37,22,33,27,33,42,50,25
1444,94,52,-0.049914181,41,33,28,39,42,27,33,42,50,25
1445,96,52,0.211317317,33,41,33,39,35,27,33,42,50,25
1446,97,52,0.016721811,42,44,38,26,29,27,33,42,50,25
1447,98,52,0.071091066,46,22,34,40,26,27,33,42,50,25
1448,99,52,0.339755835,34,45,32,34,28,27,33,42,50,25
1449,101,52,0.23128448,34,40,42,33,40,27,33,42,50,25
1450,103,52,0.025645907,33,36,30,32,25,27,33,42,50,25
1451,104,52,0.407230378,35,44,40,41,35,27,33,42,50,25
1452,105,52,0.342515178,30,37,44,35,36,27,33,42,50,25
1453,2,55,0.012286653,30,33,41,43,22,37,42,28,31,17
1454,7,55,0.055977925,40,27,32,25,15,37,42,28,31,17
1455,12,55,0.17134485,39,33,31,30,30,37,42,28,31,17
1456,15,55,0.07555962,39,35,31,39,43,37,42,28,31,17
1457,21,55,0.077982525,42,44,44,49,22,37,42,28,31,17
1458,24,55,0.060996366,37,37,31,31,32,37,42,28,31,17
1459,25,55,-0.004244708,41,43,43,43,47,37,42,28,31,17
1460,30,55,0.059123386,29,39,39,37,34,37,42,28,31,17
1461,33,55,0.128250771,34,36,33,40,28,37,42,28,31,17
1462,34,55,0.191686351,39,28,34,39,33,37,42,28,31,17
1463,35,55,0.238930146,42,41,32,41,34,37,42,28,31,17
1464,37,55,-0.028747524,35,39,35,41,34,37,42,28,31,17
1465,38,55,0.050345831,32,26,33,30,28,37,42,28,31,17
1466,50,55,0.190826785,48,28,43,36,25,37,42,28,31,17
1467,58,55,0.152320329,31,36,36,33,27,37,42,28,31,17
1468,66,55,0.114258118,34,29,35,38,35,37,42,28,31,17
1469,73,55,0.131093365,34,45,32,32,25,37,42,28,31,17
1470,74,55,-0.138765633,44,36,39,29,22,37,42,28,31,17
1471,76,55,0.04971684,37,31,24,24,31,37,42,28,31,17
1472,77,55,0.054201793,36,50,34,30,33,37,42,28,31,17
1473,78,55,0.158149646,44,21,32,22,18,37,42,28,31,17
1474,79,55,0.153750392,47,25,37,28,22,37,42,28,31,17
1475,80,55,-0.062266084,41,46,41,39,44,37,42,28,31,17
1476,81,55,-0.002687527,41,46,36,33,38,37,42,28,31,17
1477,82,55,0.322519896,47,46,47,42,42,37,42,28,31,17
1478,83,55,0.192502523,39,42,45,33,41,37,42,28,31,17
1479,84,55,0.1548301,46,47,37,34,43,37,42,28,31,17
1480,86,55,0.029495029,35,44,35,35,33,37,42,28,31,17
1481,87,55,0.026866858,36,40,37,36,29,37,42,28,31,17
1482,88,55,0.125373402,24,47,32,36,46,37,42,28,31,17
1483,89,55,0.055943005,36,37,28,32,32,37,42,28,31,17
1484,90,55,0.364174124,23,35,38,38,32,37,42,28,31,17
1485,91,55,0.024128986,25,42,34,46,45,37,42,28,31,17
1486,92,55,0.014342144,48,46,36,44,37,37,42,28,31,17
1487,93,55,0.039087229,35,24,37,22,33,37,42,28,31,17
1488,94,55,0.005341272,41,33,28,39,42,37,42,28,31,17
1489,96,55,0.107691755,33,41,33,39,35,37,42,28,31,17
1490,97,55,-0.139278186,42,44,38,26,29,37,42,28,31,17
1491,98,55,0.05209286,46,22,34,40,26,37,42,28,31,17
1492,99,55,0.12427172,34,45,32,34,28,37,42,28,31,17
1493,101,55,-0.021359606,34,40,42,33,40,37,42,28,31,17
1494,103,55,-0.031440999,33,36,30,32,25,37,42,28,31,17
1495,104,55,0.069070475,35,44,40,41,35,37,42,28,31,17
1496,105,55,0.078242736,30,37,44,35,36,37,42,28,31,17
1497,2,56,0.177199478,30,33,41,43,22,29,45,36,39,30
1498,7,56,0.479130285,40,27,32,25,15,29,45,36,39,30
1499,12,56,0.38972826,39,33,31,30,30,29,45,36,39,30
1500,15,56,0.056459268,39,35,31,39,43,29,45,36,39,30
1501,21,56,0.123701975,42,44,44,49,22,29,45,36,39,30
1502,24,56,0.053249639,37,37,31,31,32,29,45,36,39,30
1503,25,56,0.490845667,41,43,43,43,47,29,45,36,39,30
1504,30,56,-0.036274359,29,39,39,37,34,29,45,36,39,30
1505,33,56,0.163769354,34,36,33,40,28,29,45,36,39,30
1506,34,56,0.204740753,39,28,34,39,33,29,45,36,39,30
1507,35,56,0.48903055,42,41,32,41,34,29,45,36,39,30
1508,37,56,0.425470302,35,39,35,41,34,29,45,36,39,30
1509,38,56,0.178931733,32,26,33,30,28,29,45,36,39,30
1510,50,56,0.294053405,48,28,43,36,25,29,45,36,39,30
1511,58,56,0.056220629,31,36,36,33,27,29,45,36,39,30
1512,66,56,0.559513186,34,29,35,38,35,29,45,36,39,30
1513,73,56,0.210817905,34,45,32,32,25,29,45,36,39,30
1514,74,56,0.369869993,44,36,39,29,22,29,45,36,39,30
1515,76,56,0.02832733,37,31,24,24,31,29,45,36,39,30
1516,77,56,0.31034753,36,50,34,30,33,29,45,36,39,30
1517,78,56,0.044417049,44,21,32,22,18,29,45,36,39,30
1518,79,56,0.343165073,47,25,37,28,22,29,45,36,39,30
1519,80,56,0.259154913,41,46,41,39,44,29,45,36,39,30
1520,81,56,0.143046896,41,46,36,33,38,29,45,36,39,30
1521,82,56,0.299360803,47,46,47,42,42,29,45,36,39,30
1522,83,56,0.147556426,39,42,45,33,41,29,45,36,39,30
1523,84,56,0.415371969,46,47,37,34,43,29,45,36,39,30
1524,86,56,0.1380921,35,44,35,35,33,29,45,36,39,30
1525,87,56,0.062204841,36,40,37,36,29,29,45,36,39,30
1526,88,56,0.123080347,24,47,32,36,46,29,45,36,39,30
1527,89,56,0.406305441,36,37,28,32,32,29,45,36,39,30
1528,90,56,0.080810066,23,35,38,38,32,29,45,36,39,30
1529,91,56,0.383921479,25,42,34,46,45,29,45,36,39,30
1530,92,56,0.279885136,48,46,36,44,37,29,45,36,39,30
1531,93,56,0.14340215,35,24,37,22,33,29,45,36,39,30
1532,94,56,0.218232405,41,33,28,39,42,29,45,36,39,30
1533,96,56,0.178991426,33,41,33,39,35,29,45,36,39,30
1534,97,56,0.656237744,42,44,38,26,29,29,45,36,39,30
1535,98,56,0.356807304,46,22,34,40,26,29,45,36,39,30
1536,99,56,0.132329176,34,45,32,34,28,29,45,36,39,30
1537,101,56,0.400998462,34,40,42,33,40,29,45,36,39,30
1538,103,56,0.186335004,33,36,30,32,25,29,45,36,39,30
1539,104,56,0.155449649,35,44,40,41,35,29,45,36,39,30
1540,105,56,-0.008541844,30,37,44,35,36,29,45,36,39,30
1541,2,57,0.04821818,30,33,41,43,22,31,39,21,24,20
1542,7,57,0.015689591,40,27,32,25,15,31,39,21,24,20
1543,12,57,0.069589198,39,33,31,30,30,31,39,21,24,20
1544,15,57,0.004646702,39,35,31,39,43,31,39,21,24,20
1545,21,57,0.020206264,42,44,44,49,22,31,39,21,24,20
1546,24,57,0.124395272,37,37,31,31,32,31,39,21,24,20
1547,25,57,-0.028812943,41,43,43,43,47,31,39,21,24,20
1548,30,57,0.044714048,29,39,39,37,34,31,39,21,24,20
1549,33,57,-0.025174558,34,36,33,40,28,31,39,21,24,20
1550,34,57,0.017445722,39,28,34,39,33,31,39,21,24,20
1551,35,57,0.113475735,42,41,32,41,34,31,39,21,24,20
1552,37,57,0.038121105,35,39,35,41,34,31,39,21,24,20
1553,38,57,0.030522417,32,26,33,30,28,31,39,21,24,20
1554,50,57,0.196570075,48,28,43,36,25,31,39,21,24,20
1555,58,57,0.040429613,31,36,36,33,27,31,39,21,24,20
1556,66,57,-0.016342808,34,29,35,38,35,31,39,21,24,20
1557,73,57,0.113512211,34,45,32,32,25,31,39,21,24,20
1558,74,57,0.163663543,44,36,39,29,22,31,39,21,24,20
1559,76,57,0.017180393,37,31,24,24,31,31,39,21,24,20
1560,77,57,0.001179301,36,50,34,30,33,31,39,21,24,20
1561,78,57,0.264081045,44,21,32,22,18,31,39,21,24,20
1562,79,57,0.025773501,47,25,37,28,22,31,39,21,24,20
1563,80,57,-0.001834743,41,46,41,39,44,31,39,21,24,20
1564,81,57,0.112553554,41,46,36,33,38,31,39,21,24,20
1565,82,57,-0.009665471,47,46,47,42,42,31,39,21,24,20
1566,83,57,0.251532524,39,42,45,33,41,31,39,21,24,20
1567,84,57,0.211274129,46,47,37,34,43,31,39,21,24,20
1568,86,57,0.050800202,35,44,35,35,33,31,39,21,24,20
1569,87,57,0.061450847,36,40,37,36,29,31,39,21,24,20
1570,88,57,-0.026881728,24,47,32,36,46,31,39,21,24,20
1571,89,57,0.175783164,36,37,28,32,32,31,39,21,24,20
1572,90,57,0.03383889,23,35,38,38,32,31,39,21,24,20
1573,91,57,0.124676003,25,42,34,46,45,31,39,21,24,20
1574,92,57,0.010521996,48,46,36,44,37,31,39,21,24,20
1575,93,57,0.054907135,35,24,37,22,33,31,39,21,24,20
1576,94,57,0.043880023,41,33,28,39,42,31,39,21,24,20
1577,96,57,0.091878801,33,41,33,39,35,31,39,21,24,20
1578,97,57,0.232219832,42,44,38,26,29,31,39,21,24,20
1579,98,57,0.105449828,46,22,34,40,26,31,39,21,24,20
1580,99,57,0.116825624,34,45,32,34,28,31,39,21,24,20
1581,101,57,0.194917428,34,40,42,33,40,31,39,21,24,20
1582,103,57,0.093556899,33,36,30,32,25,31,39,21,24,20
1583,104,57,0.083304596,35,44,40,41,35,31,39,21,24,20
1584,105,57,0.066644992,30,37,44,35,36,31,39,21,24,20
1585,2,60,0.051997769,30,33,41,43,22,31,29,40,23,16
1586,7,60,-0.062622872,40,27,32,25,15,31,29,40,23,16
1587,12,60,0.284412186,39,33,31,30,30,31,29,40,23,16
1588,15,60,0.115916088,39,35,31,39,43,31,29,40,23,16
1589,21,60,0.059219442,42,44,44,49,22,31,29,40,23,16
1590,24,60,-0.012595496,37,37,31,31,32,31,29,40,23,16
1591,25,60,0.043675169,41,43,43,43,47,31,29,40,23,16
1592,30,60,0.059453252,29,39,39,37,34,31,29,40,23,16
1593,33,60,-0.069892931,34,36,33,40,28,31,29,40,23,16
1594,34,60,0.777030057,39,28,34,39,33,31,29,40,23,16
1595,35,60,0.263049988,42,41,32,41,34,31,29,40,23,16
1596,37,60,0.200436037,35,39,35,41,34,31,29,40,23,16
1597,38,60,0.007553362,32,26,33,30,28,31,29,40,23,16
1598,50,60,0.134633093,48,28,43,36,25,31,29,40,23,16
1599,58,60,-0.010069433,31,36,36,33,27,31,29,40,23,16
1600,66,60,0.304428631,34,29,35,38,35,31,29,40,23,16
1601,73,60,0.379028076,34,45,32,32,25,31,29,40,23,16
1602,74,60,0.173094629,44,36,39,29,22,31,29,40,23,16
1603,76,60,0.040506413,37,31,24,24,31,31,29,40,23,16
1604,77,60,0.046419305,36,50,34,30,33,31,29,40,23,16
1605,78,60,0.30097858,44,21,32,22,18,31,29,40,23,16
1606,79,60,0.079675063,47,25,37,28,22,31,29,40,23,16
1607,80,60,0.314639447,41,46,41,39,44,31,29,40,23,16
1608,81,60,0.059363995,41,46,36,33,38,31,29,40,23,16
1609,82,60,-0.114060936,47,46,47,42,42,31,29,40,23,16
1610,83,60,0.20577991,39,42,45,33,41,31,29,40,23,16
1611,84,60,0.239911275,46,47,37,34,43,31,29,40,23,16
1612,86,60,0.138174878,35,44,35,35,33,31,29,40,23,16
1613,87,60,0.064725803,36,40,37,36,29,31,29,40,23,16
1614,88,60,0.285193524,24,47,32,36,46,31,29,40,23,16
1615,89,60,0.220364541,36,37,28,32,32,31,29,40,23,16
1616,90,60,0.60193072,23,35,38,38,32,31,29,40,23,16
1617,91,60,0.183421844,25,42,34,46,45,31,29,40,23,16
1618,92,60,0.140760142,48,46,36,44,37,31,29,40,23,16
1619,93,60,0.148190623,35,24,37,22,33,31,29,40,23,16
1620,94,60,0.273902754,41,33,28,39,42,31,29,40,23,16
1621,96,60,0.086482265,33,41,33,39,35,31,29,40,23,16
1622,97,60,0.207926156,42,44,38,26,29,31,29,40,23,16
1623,98,60,0.110597361,46,22,34,40,26,31,29,40,23,16
1624,99,60,0.077636756,34,45,32,34,28,31,29,40,23,16
1625,101,60,0.256364012,34,40,42,33,40,31,29,40,23,16
1626,103,60,-0.003455456,33,36,30,32,25,31,29,40,23,16
1627,104,60,0.09262916,35,44,40,41,35,31,29,40,23,16
1628,105,60,0.104671646,30,37,44,35,36,31,29,40,23,16
1629,2,61,0.099642793,30,33,41,43,22,42,44,38,47,44
1630,7,61,0.101900644,40,27,32,25,15,42,44,38,47,44
1631,12,61,0.161138866,39,33,31,30,30,42,44,38,47,44
1632,15,61,0.072026492,39,35,31,39,43,42,44,38,47,44
1633,21,61,0.144671425,42,44,44,49,22,42,44,38,47,44
1634,24,61,0.098145913,37,37,31,31,32,42,44,38,47,44
1635,25,61,0.18218086,41,43,43,43,47,42,44,38,47,44
1636,30,61,0.160487874,29,39,39,37,34,42,44,38,47,44
1637,33,61,0.147146087,34,36,33,40,28,42,44,38,47,44
1638,34,61,0.281765716,39,28,34,39,33,42,44,38,47,44
1639,35,61,0.345163932,42,41,32,41,34,42,44,38,47,44
1640,37,61,-0.018447765,35,39,35,41,34,42,44,38,47,44
1641,38,61,0.085426234,32,26,33,30,28,42,44,38,47,44
1642,50,61,0.173763706,48,28,43,36,25,42,44,38,47,44
1643,58,61,-0.048653314,31,36,36,33,27,42,44,38,47,44
1644,66,61,0.253906905,34,29,35,38,35,42,44,38,47,44
1645,73,61,0.269760629,34,45,32,32,25,42,44,38,47,44
1646,74,61,0.092980875,44,36,39,29,22,42,44,38,47,44
1647,76,61,0.071576521,37,31,24,24,31,42,44,38,47,44
1648,77,61,-0.005518889,36,50,34,30,33,42,44,38,47,44
1649,78,61,0.171012677,44,21,32,22,18,42,44,38,47,44
1650,79,61,0.091363924,47,25,37,28,22,42,44,38,47,44
1651,80,61,0.537433888,41,46,41,39,44,42,44,38,47,44
1652,81,61,0.087463586,41,46,36,33,38,42,44,38,47,44
1653,82,61,0.064976635,47,46,47,42,42,42,44,38,47,44
1654,83,61,0.36743485,39,42,45,33,41,42,44,38,47,44
1655,84,61,0.23710658,46,47,37,34,43,42,44,38,47,44
1656,86,61,0.192414329,35,44,35,35,33,42,44,38,47,44
1657,87,61,0.03657796,36,40,37,36,29,42,44,38,47,44
1658,88,61,0.230563597,24,47,32,36,46,42,44,38,47,44
1659,89,61,0.259218719,36,37,28,32,32,42,44,38,47,44
1660,90,61,0.211886247,23,35,38,38,32,42,44,38,47,44
1661,91,61,0.127889661,25,42,34,46,45,42,44,38,47,44
1662,92,61,0.086852058,48,46,36,44,37,42,44,38,47,44
1663,93,61,0.180876305,35,24,37,22,33,42,44,38,47,44
1664,94,61,0.242083223,41,33,28,39,42,42,44,38,47,44
1665,96,61,0.014402711,33,41,33,39,35,42,44,38,47,44
1666,97,61,0.265793575,42,44,38,26,29,42,44,38,47,44
1667,98,61,0.461679284,46,22,34,40,26,42,44,38,47,44
1668,99,61,0.096904377,34,45,32,34,28,42,44,38,47,44
1669,101,61,0.137072132,34,40,42,33,40,42,44,38,47,44
1670,103,61,0.31473666,33,36,30,32,25,42,44,38,47,44
1671,104,61,0.041364071,35,44,40,41,35,42,44,38,47,44
1672,105,61,0.02990927,30,37,44,35,36,42,44,38,47,44
1673,2,62,-0.001060403,30,33,41,43,22,32,38,28,36,21
1674,7,62,0.120397358,40,27,32,25,15,32,38,28,36,21
1675,12,62,0.63636315,39,33,31,30,30,32,38,28,36,21
1676,15,62,0.001556488,39,35,31,39,43,32,38,28,36,21
1677,21,62,0.113850357,42,44,44,49,22,32,38,28,36,21
1678,24,62,0.349038386,37,37,31,31,32,32,38,28,36,21
1679,25,62,0.5589524,41,43,43,43,47,32,38,28,36,21
1680,30,62,0.048914866,29,39,39,37,34,32,38,28,36,21
1681,33,62,0.262311902,34,36,33,40,28,32,38,28,36,21
1682,34,62,0.398805806,39,28,34,39,33,32,38,28,36,21
1683,35,62,0.553696929,42,41,32,41,34,32,38,28,36,21
1684,37,62,0.410834476,35,39,35,41,34,32,38,28,36,21
1685,38,62,0.111686466,32,26,33,30,28,32,38,28,36,21
1686,50,62,0.388558175,48,28,43,36,25,32,38,28,36,21
1687,58,62,0.039337793,31,36,36,33,27,32,38,28,36,21
1688,66,62,0.587915466,34,29,35,38,35,32,38,28,36,21
1689,73,62,0.408528731,34,45,32,32,25,32,38,28,36,21
1690,74,62,0.542882372,44,36,39,29,22,32,38,28,36,21
1691,76,62,0.071697692,37,31,24,24,31,32,38,28,36,21
1692,77,62,0.044123001,36,50,34,30,33,32,38,28,36,21
1693,78,62,0.099317738,44,21,32,22,18,32,38,28,36,21
1694,79,62,0.069429461,47,25,37,28,22,32,38,28,36,21
1695,80,62,0.310815158,41,46,41,39,44,32,38,28,36,21
1696,81,62,0.126892944,41,46,36,33,38,32,38,28,36,21
1697,82,62,0.393706265,47,46,47,42,42,32,38,28,36,21
1698,83,62,0.398545106,39,42,45,33,41,32,38,28,36,21
1699,84,62,0.502851381,46,47,37,34,43,32,38,28,36,21
1700,86,62,0.168766991,35,44,35,35,33,32,38,28,36,21
1701,87,62,0.000616454,36,40,37,36,29,32,38,28,36,21
1702,88,62,0.547462571,24,47,32,36,46,32,38,28,36,21
1703,89,62,0.579006762,36,37,28,32,32,32,38,28,36,21
1704,90,62,0.359347914,23,35,38,38,32,32,38,28,36,21
1705,91,62,0.186542057,25,42,34,46,45,32,38,28,36,21
1706,92,62,0.326864307,48,46,36,44,37,32,38,28,36,21
1707,93,62,0.132028012,35,24,37,22,33,32,38,28,36,21
1708,94,62,0.060512478,41,33,28,39,42,32,38,28,36,21
